user_device,user_osName,user_browserName,user_lat_lng,dest_lat_lng,booked_flight,booked_hotel,booked_rental,subscriber_id,subscriber_name,subscriber_tier,avg_daily_rate,commission_rate,mobile_optimized,p_conversion_ground_truth
desktop,Linux,Firefox,"34.1933,-94.6835","31.5146,-79.5336",1.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.06913842034334684
desktop,Linux,Firefox,"34.1933,-94.6835","31.5146,-79.5336",1.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.06913842034334684
desktop,Linux,Firefox,"34.1933,-94.6835","31.5146,-79.5336",1.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.06913842034334684
desktop,Linux,Firefox,"34.1933,-94.6835","31.5146,-79.5336",1.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.06913842034334684
desktop,Linux,Firefox,"34.1933,-94.6835","31.5146,-79.5336",1.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.06913842034334684
mobile,iOS,Chrome,"29.5435,-102.4793","39.0722,-114.6126",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
mobile,iOS,Chrome,"29.5435,-102.4793","39.0722,-114.6126",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
mobile,iOS,Chrome,"29.5435,-102.4793","39.0722,-114.6126",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.013386917827664779
mobile,iOS,Chrome,"29.5435,-102.4793","39.0722,-114.6126",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
mobile,iOS,Chrome,"29.5435,-102.4793","39.0722,-114.6126",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.013386917827664779
desktop,Windows,Firefox,"35.8877,-74.3534","47.7394,-56.4614",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
desktop,Windows,Firefox,"35.8877,-74.3534","47.7394,-56.4614",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
desktop,Windows,Firefox,"35.8877,-74.3534","47.7394,-56.4614",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.029312230751356333
desktop,Windows,Firefox,"35.8877,-74.3534","47.7394,-56.4614",0.0,1,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
desktop,Windows,Firefox,"35.8877,-74.3534","47.7394,-56.4614",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.029312230751356333
desktop,Linux,Firefox,"33.3025,-103.0115","43.8998,-114.7866",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
desktop,Linux,Firefox,"33.3025,-103.0115","43.8998,-114.7866",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
desktop,Linux,Firefox,"33.3025,-103.0115","43.8998,-114.7866",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.029312230751356333
desktop,Linux,Firefox,"33.3025,-103.0115","43.8998,-114.7866",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
desktop,Linux,Firefox,"33.3025,-103.0115","43.8998,-114.7866",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.029312230751356333
mobile,Android,Samsung Internet,"33.5451,-97.219","38.7515,-92.6717",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.016302499371440946
mobile,Android,Samsung Internet,"33.5451,-97.219","38.7515,-92.6717",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.016302499371440946
mobile,Android,Samsung Internet,"33.5451,-97.219","38.7515,-92.6717",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.007391541344281977
mobile,Android,Samsung Internet,"33.5451,-97.219","38.7515,-92.6717",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.016302499371440946
mobile,Android,Samsung Internet,"33.5451,-97.219","38.7515,-92.6717",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.007391541344281977
desktop,Windows,Chrome,"43.4757,-86.0943","32.5966,-97.1708",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
desktop,Windows,Chrome,"43.4757,-86.0943","32.5966,-97.1708",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
desktop,Windows,Chrome,"43.4757,-86.0943","32.5966,-97.1708",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.029312230751356333
desktop,Windows,Chrome,"43.4757,-86.0943","32.5966,-97.1708",0.0,1,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
desktop,Windows,Chrome,"43.4757,-86.0943","32.5966,-97.1708",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.029312230751356333
tablet,Android,Chrome,"30.5816,-92.8489","23.8877,-91.0222",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.016302499371440946
tablet,Android,Chrome,"30.5816,-92.8489","23.8877,-91.0222",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.016302499371440946
tablet,Android,Chrome,"30.5816,-92.8489","23.8877,-91.0222",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.016302499371440946
tablet,Android,Chrome,"30.5816,-92.8489","23.8877,-91.0222",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.016302499371440946
tablet,Android,Chrome,"30.5816,-92.8489","23.8877,-91.0222",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.016302499371440946
mobile,iOS,Chrome,"41.0465,-102.6557","27.4284,-95.2967",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
mobile,iOS,Chrome,"41.0465,-102.6557","27.4284,-95.2967",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
mobile,iOS,Chrome,"41.0465,-102.6557","27.4284,-95.2967",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.013386917827664779
mobile,iOS,Chrome,"41.0465,-102.6557","27.4284,-95.2967",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
mobile,iOS,Chrome,"41.0465,-102.6557","27.4284,-95.2967",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.013386917827664779
mobile,iOS,Chrome,"39.2662,-98.2178","52.1909,-110.6087",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
mobile,iOS,Chrome,"39.2662,-98.2178","52.1909,-110.6087",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
mobile,iOS,Chrome,"39.2662,-98.2178","52.1909,-110.6087",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.013386917827664779
mobile,iOS,Chrome,"39.2662,-98.2178","52.1909,-110.6087",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
mobile,iOS,Chrome,"39.2662,-98.2178","52.1909,-110.6087",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.013386917827664779
desktop,macOS,Chrome,"39.2023,-80.276","44.0263,-79.4406",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.016302499371440946
desktop,macOS,Chrome,"39.2023,-80.276","44.0263,-79.4406",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.016302499371440946
desktop,macOS,Chrome,"39.2023,-80.276","44.0263,-79.4406",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.03229546469845053
desktop,macOS,Chrome,"39.2023,-80.276","44.0263,-79.4406",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.016302499371440946
desktop,macOS,Chrome,"39.2023,-80.276","44.0263,-79.4406",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.016302499371440946
desktop,Windows,Chrome,"41.5752,-106.0935","48.9661,-107.3311",0.0,0,,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.016302499371440946
desktop,Windows,Chrome,"41.5752,-106.0935","48.9661,-107.3311",0.0,0,,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.016302499371440946
desktop,Windows,Chrome,"41.5752,-106.0935","48.9661,-107.3311",0.0,0,,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.016302499371440946
desktop,Windows,Chrome,"41.5752,-106.0935","48.9661,-107.3311",0.0,0,,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.016302499371440946
desktop,Windows,Chrome,"41.5752,-106.0935","48.9661,-107.3311",0.0,0,,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.016302499371440946
mobile,Android,,"38.7096,-112.8872","999.9999,-800.0000",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
mobile,Android,,"38.7096,-112.8872","999.9999,-800.0000",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
mobile,Android,,"38.7096,-112.8872","999.9999,-800.0000",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.013386917827664779
mobile,Android,,"38.7096,-112.8872","999.9999,-800.0000",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
mobile,Android,,"38.7096,-112.8872","999.9999,-800.0000",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.013386917827664779
mobile,Android,Chrome,"46.9814,-104.3418","57.351,-91.6095",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
mobile,Android,Chrome,"46.9814,-104.3418","57.351,-91.6095",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
mobile,Android,Chrome,"46.9814,-104.3418","57.351,-91.6095",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.013386917827664779
mobile,Android,Chrome,"46.9814,-104.3418","57.351,-91.6095",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
mobile,Android,Chrome,"46.9814,-104.3418","57.351,-91.6095",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.013386917827664779
mobile,iOS,Safari,"41.8895,-77.5233","34.6776,-84.096",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.016302499371440946
mobile,iOS,Safari,"41.8895,-77.5233","34.6776,-84.096",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.016302499371440946
mobile,iOS,Safari,"41.8895,-77.5233","34.6776,-84.096",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.007391541344281977
mobile,iOS,Safari,"41.8895,-77.5233","34.6776,-84.096",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.016302499371440946
mobile,iOS,Safari,"41.8895,-77.5233","34.6776,-84.096",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.007391541344281977
mobile,Android,Chrome,"38.6741,-115.5505","23.7234,-112.5672",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
mobile,Android,Chrome,"38.6741,-115.5505","23.7234,-112.5672",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
mobile,Android,Chrome,"38.6741,-115.5505","23.7234,-112.5672",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.013386917827664779
mobile,Android,Chrome,"38.6741,-115.5505","23.7234,-112.5672",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
mobile,Android,Chrome,"38.6741,-115.5505","23.7234,-112.5672",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.013386917827664779
desktop,macOS,Firefox,"45.7441,-70.4152","42.0365,-69.8238",1.0,1,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.03916572279676437
desktop,macOS,Firefox,"45.7441,-70.4152","42.0365,-69.8238",1.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.03916572279676437
desktop,macOS,Firefox,"45.7441,-70.4152","42.0365,-69.8238",1.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.07585818002124355
desktop,macOS,Firefox,"45.7441,-70.4152","42.0365,-69.8238",1.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.03916572279676437
desktop,macOS,Firefox,"45.7441,-70.4152","42.0365,-69.8238",1.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.03916572279676437
mobile,Android,Samsung Internet,"40.1537,-92.9499","42.2765,-92.4195",1.0,1,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.03916572279676437
mobile,Android,Samsung Internet,"40.1537,-92.9499","42.2765,-92.4195",1.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.03916572279676437
mobile,Android,Samsung Internet,"40.1537,-92.9499","42.2765,-92.4195",1.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.01798620996209156
mobile,Android,Samsung Internet,"40.1537,-92.9499","42.2765,-92.4195",1.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.03916572279676437
mobile,Android,Samsung Internet,"40.1537,-92.9499","42.2765,-92.4195",1.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.01798620996209156
mobile,Android,Samsung Internet,"32.2786,-70.7577","31.6397,-86.4688",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
mobile,Android,Samsung Internet,"32.2786,-70.7577","31.6397,-86.4688",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
mobile,Android,Samsung Internet,"32.2786,-70.7577","31.6397,-86.4688",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.013386917827664779
mobile,Android,Samsung Internet,"32.2786,-70.7577","31.6397,-86.4688",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
mobile,Android,Samsung Internet,"32.2786,-70.7577","31.6397,-86.4688",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.013386917827664779
desktop,macOS,Chrome,"30.1774,-73.0502","41.0397,-76.1109",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
desktop,macOS,Chrome,"30.1774,-73.0502","41.0397,-76.1109",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
desktop,macOS,Chrome,"30.1774,-73.0502","41.0397,-76.1109",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.057324175898868755
desktop,macOS,Chrome,"30.1774,-73.0502","41.0397,-76.1109",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
desktop,macOS,Chrome,"30.1774,-73.0502","41.0397,-76.1109",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.029312230751356333
mobile,iOS,Chrome,"28.8082,-97.3593","16.9704,-99.2646",0.0,0,1.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.045217473483287515
mobile,iOS,Chrome,"28.8082,-97.3593","16.9704,-99.2646",0.0,0,1.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.045217473483287515
mobile,iOS,Chrome,"28.8082,-97.3593","16.9704,-99.2646",0.0,0,1.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.02083634451868043
mobile,iOS,Chrome,"28.8082,-97.3593","16.9704,-99.2646",0.0,0,1.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.045217473483287515
mobile,iOS,Chrome,"28.8082,-97.3593","16.9704,-99.2646",0.0,0,1.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.02083634451868043
mobile,iOS,Safari,"47.4864,-110.0754","49.1011,-100.7297",1.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.03916572279676437
mobile,iOS,Safari,"47.4864,-110.0754","49.1011,-100.7297",1.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.03916572279676437
mobile,iOS,Safari,"47.4864,-110.0754","49.1011,-100.7297",1.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.01798620996209156
mobile,iOS,Safari,"47.4864,-110.0754","49.1011,-100.7297",1.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.03916572279676437
mobile,iOS,Safari,"47.4864,-110.0754","49.1011,-100.7297",1.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.01798620996209156
desktop,Windows,Chrome,"42.7534,-111.7558","43.1428,-98.155",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
desktop,Windows,Chrome,"42.7534,-111.7558","43.1428,-98.155",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
desktop,Windows,Chrome,"42.7534,-111.7558","43.1428,-98.155",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.029312230751356333
desktop,Windows,Chrome,"42.7534,-111.7558","43.1428,-98.155",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
desktop,Windows,Chrome,"42.7534,-111.7558","43.1428,-98.155",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.029312230751356333
desktop,macOS,Chrome,"48.4345,-108.0005","41.8763,-106.2012",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.016302499371440946
desktop,macOS,Chrome,"48.4345,-108.0005","41.8763,-106.2012",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.016302499371440946
desktop,macOS,Chrome,"48.4345,-108.0005","41.8763,-106.2012",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.03229546469845053
desktop,macOS,Chrome,"48.4345,-108.0005","41.8763,-106.2012",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.016302499371440946
desktop,macOS,Chrome,"48.4345,-108.0005","41.8763,-106.2012",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.016302499371440946
mobile,iOS,Safari,"40.0823,-84.4934","49.7491,-101.0221",1.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.06913842034334684
mobile,iOS,Safari,"40.0823,-84.4934","49.7491,-101.0221",1.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.06913842034334684
mobile,iOS,Safari,"40.0823,-84.4934","49.7491,-101.0221",1.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.03229546469845053
mobile,iOS,Safari,"40.0823,-84.4934","49.7491,-101.0221",1.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.06913842034334684
mobile,iOS,Safari,"40.0823,-84.4934","49.7491,-101.0221",1.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.03229546469845053
mobile,Android,Samsung Internet,"36.835,-106.3525","44.4205,-116.8785",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
mobile,Android,Samsung Internet,"36.835,-106.3525","44.4205,-116.8785",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
mobile,Android,Samsung Internet,"36.835,-106.3525","44.4205,-116.8785",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.013386917827664779
mobile,Android,Samsung Internet,"36.835,-106.3525","44.4205,-116.8785",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
mobile,Android,Samsung Internet,"36.835,-106.3525","44.4205,-116.8785",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.013386917827664779
mobile,Android,Samsung Internet,"26.4929,-102.9287","33.4787,-116.3313",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
mobile,Android,Samsung Internet,"26.4929,-102.9287","33.4787,-116.3313",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
mobile,Android,Samsung Internet,"26.4929,-102.9287","33.4787,-116.3313",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.013386917827664779
mobile,Android,Samsung Internet,"26.4929,-102.9287","33.4787,-116.3313",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
mobile,Android,Samsung Internet,"26.4929,-102.9287","33.4787,-116.3313",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.013386917827664779
mobile,Android,Chrome,"41.7911,-97.5611","53.0769,-112.5765",0.0,0,1.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.045217473483287515
mobile,Android,Chrome,"41.7911,-97.5611","53.0769,-112.5765",0.0,0,1.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.045217473483287515
mobile,Android,Chrome,"41.7911,-97.5611","53.0769,-112.5765",0.0,0,1.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.02083634451868043
mobile,Android,Chrome,"41.7911,-97.5611","53.0769,-112.5765",0.0,0,1.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.045217473483287515
mobile,Android,Chrome,"41.7911,-97.5611","53.0769,-112.5765",0.0,0,1.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.02083634451868043
mobile,Android,Chrome,"39.5552,-74.3384","46.2387,-79.7024",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.016302499371440946
mobile,Android,Chrome,"39.5552,-74.3384","46.2387,-79.7024",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.016302499371440946
mobile,Android,Chrome,"39.5552,-74.3384","46.2387,-79.7024",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.007391541344281977
mobile,Android,Chrome,"39.5552,-74.3384","46.2387,-79.7024",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.016302499371440946
mobile,Android,Chrome,"39.5552,-74.3384","46.2387,-79.7024",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.007391541344281977
mobile,iOS,Safari,"0.0,0.0","41.7104,-121.3546",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
mobile,iOS,Safari,"0.0,0.0","41.7104,-121.3546",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
mobile,iOS,Safari,"0.0,0.0","41.7104,-121.3546",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.013386917827664779
mobile,iOS,Safari,"0.0,0.0","41.7104,-121.3546",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
mobile,iOS,Safari,"0.0,0.0","41.7104,-121.3546",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.013386917827664779
mobile,Android,Samsung Internet,"30.979,-119.7487","37.1459,-131.0166",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
mobile,Android,Samsung Internet,"30.979,-119.7487","37.1459,-131.0166",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
mobile,Android,Samsung Internet,"30.979,-119.7487","37.1459,-131.0166",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.013386917827664779
mobile,Android,Samsung Internet,"30.979,-119.7487","37.1459,-131.0166",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
mobile,Android,Samsung Internet,"30.979,-119.7487","37.1459,-131.0166",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.013386917827664779
mobile,Android,Chrome,"38.2684,-116.9952","32.4995,-134.8075",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
mobile,Android,Chrome,"38.2684,-116.9952","32.4995,-134.8075",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
mobile,Android,Chrome,"38.2684,-116.9952","32.4995,-134.8075",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.013386917827664779
mobile,Android,Chrome,"38.2684,-116.9952","32.4995,-134.8075",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
mobile,Android,Chrome,"38.2684,-116.9952","32.4995,-134.8075",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.013386917827664779
mobile,Android,Samsung Internet,"41.2739,-74.7617","33.5391,-94.0549",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
mobile,Android,Samsung Internet,"41.2739,-74.7617","33.5391,-94.0549",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
mobile,Android,Samsung Internet,"41.2739,-74.7617","33.5391,-94.0549",0.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.013386917827664779
mobile,Android,Samsung Internet,"41.2739,-74.7617","33.5391,-94.0549",0.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.029312230751356333
mobile,Android,Samsung Internet,"41.2739,-74.7617","33.5391,-94.0549",0.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.013386917827664779
mobile,iOS,Safari,"41.1148,-87.6242","28.3049,-103.5135",1.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.06913842034334684
mobile,iOS,Safari,"41.1148,-87.6242","28.3049,-103.5135",1.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.06913842034334684
mobile,iOS,Safari,"41.1148,-87.6242","28.3049,-103.5135",1.0,0,0.0,SUB_3,Grand Horizon Resorts,3,450.0,0.15,0,0.03229546469845053
mobile,iOS,Safari,"41.1148,-87.6242","28.3049,-103.5135",1.0,0,0.0,SUB_4,EcoLodge Boutique,2,220.0,0.14,1,0.06913842034334684
mobile,iOS,Safari,"41.1148,-87.6242","28.3049,-103.5135",1.0,0,0.0,SUB_5,Express Stop Motel,1,-99.0,0.08,0,0.03229546469845053
mobile,Android,Chrome,"39.0323,-106.348","46.3532,-119.4601",0.0,0,0.0,SUB_1,BudgetInns Global,1,85.0,0.1,1,0.029312230751356333
mobile,Android,Chrome,"39.0323,-106.348","46.3532,-119.4601",0.0,0,0.0,SUB_2,Urban Stay Suites,2,180.0,0.12,1,0.029312230751356333
